,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
8124, The Pharmacist,7.8,"When his son is murdered in New Orleans, Dan launches a relentless and lonely search for the killer. As hope fades, he uncovers a miraculous lead.",243,61.0,,340,0,0,0,0
8125, The Pharmacist,8.0,"The murder trial brings cold comfort. Trying to resume a normal life, Dan returns to work at the pharmacy and makes an alarming discovery.",215,59.0,,340,0,0,0,0
8126, The Pharmacist,8.3,"Dan's investigation into a corrupt doctor reveals some of big pharma's worst sins. Meanwhile, overdoses in town see a terrifying spike.",204,48.0,,340,0,0,0,0
8127, The Pharmacist,8.2,"Dan's smoking gun is a breakthrough for a major DEA case, but solving one problem creates another. A chapter closed, Danny's family moves forward.",195,49.0,,340,0,0,0,0
8128, Night on Earth,7.8,"From the African savanna to be Peruvian desert, lives of predators and prey are closely linked to the moon's cycles and the opportunies they bring.",303,53.0,,231,0,0,0,0
8129, Poketto monsutâ,7.8,"Ash and Goh travel to the Hoenn region, where Ash has entered Goh into the Battle Frontier Flute Cup. Their first opponents are Hodge and his Hariyama.",59,21.0,,244,0,0,0,0
8130, Dynasty,8.0,Fallon's searches for her new abode; Dominique entwines herself in a few questionable situations.,166,42.0,,95,0,0,0,0
8131, Dynasty,7.6,Blake and Cristal contend with Dominique; Fallon plans a special gesture for Liam.,194,42.0,,95,0,0,0,0
8132, Black Lightning,7.0,"Jefferson, Anissa and Jennifer discover that the ASA is now hunting the entire Pierce family. Meanwhile, Lynn does the unthinkable.",304,42.0,,42,0,0,0,0
8133, Fauda,8.2,"All security services are in pursuit of Bashar and Jihad, trying to stop a catastrophe, but Jihad manages to stay ahead of them. Doron, feeling guilty for all that has happened, tries to fix the situation with no success.",248,38.0,,111,0,0,0,0
8134, 13 Reasons Why,6.2,"In the wake of the lockdown, the school is on edge -- and a troubling abuse of power pushes the students to take action.","1,619",57.0,,1,0,0,0,0
8135, Riverdale,6.9,Betty and Alice embark on a new investigation; Archie digs deeper into his uncle's dark past; Veronica reconnects with an old friend.,647,42.0,,262,0,0,0,0
8136, Kalifat,7.6,"As Ibbe lures Kerima, Sulle and Miryam into his scheme, Fatima pressures Pervin to access Husam's notebook, which contains details of the attack.",315,47.0,,175,0,0,0,0
8137, Black Lightning,7.2,Jefferson and Anissa join forces with the ASA to help one of their own; Lynn is forced to continue battling her demons.,302,41.0,,42,0,0,0,0
8138, Pandemic: How to Prevent an Outbreak,6.7,"In this introduction to life on the front lines, doctors in the U.S. and Asia battle the flu, and researchers race to develop a universal vaccine.",221,52.0,,241,0,0,0,0
8139, Pandemic: How to Prevent an Outbreak,6.6,Vaccine debates rage while health-care workers inoculate against the Ebola virus in Congo and influenza in detainee camps at the U.S. - Mexico border.,153,50.0,,241,0,0,0,0
8140, The Witcher,,Add a Plot,,,,360,0,0,0,0
8141, The Witcher,,Add a Plot,,,,360,0,0,0,0
8142, The Witcher,,Add a Plot,,,,360,0,0,0,0
8143, The Witcher,,Add a Plot,,,,360,0,0,0,0
8144, The Witcher,,Add a Plot,,,,360,0,0,0,0
8145, The Witcher,,Add a Plot,,,,360,0,0,0,0
8146, The Witcher,,Add a Plot,,,,360,0,0,0,0
8147, Pandemic: How to Prevent an Outbreak,6.5,"Worldwide, scientists test animals and their handlers for emerging viruses. In the U.S. and India, doctors work long hours caring for flu patients.",123,,,241,0,0,0,0
8148, Pandemic: How to Prevent an Outbreak,6.6,"Anti-vaccine debate escalates, and medical staff are attacked in Congo. Funding cuts hit hard in the U.S., but researchers in Guatemala make strides.",107,49.0,,241,0,0,0,0
8149, Pandemic: How to Prevent an Outbreak,6.6,"Around the world, community, family and faith help physicians and medical advocates stay strong in the face of long hours and a relentless disease.",101,,,241,0,0,0,0
8150, Pandemic: How to Prevent an Outbreak,6.9,"Successes for some balance setbacks for others. Meanwhile, viral outbreaks continue to claim lives across the globe - and a larger pandemic looms.",96,,,241,0,0,0,0
8151, Onisciente,7.2,Olivia's headhunted by a new firm while Nina and Daniel investigate the killer. Twists take us down several an unexpected turn as the enemy edges closer and closer. The season finale.,74,,,237,0,0,0,0
8152, Glitch Techs,8.5,Glitch Tech training turns out to be a bore. But Miko and High Five's attempt to inject some fun into their session ends with gross consequences.,45,,,128,0,0,0,0
8153, Glitch Techs,8.6,It's Miko and High Five's first official day on the job. But crisis soon strikes when Miko's high-tech gear gets stolen by a peculiar bird.,40,,,128,0,0,0,0
8154, Glitch Techs,8.7,"When an ultra-rare, ultra-dangerous glitch turns Casino into a character from his favorite video game, it's up to High Five to save him.",40,,,128,0,0,0,0
8155, Glitch Techs,8.7,"Miko and High Five arrive at a house where the other Glitch Techs have gone missing, and walk right into a familiar game full of surprises.",42,,,128,0,0,0,0
8156, Glitch Techs,8.5,What makes a good leader? High Five finds out the hard way when he steps up to head a team against four glitches that are on the loose.,41,,,128,0,0,0,0
8157, Glitch Techs,8.7,"High Five and Bergy romp through the city on a quest for glitches and experience points. Meanwhile, it's sister bonding day for Miko and Nica.",41,,,128,0,0,0,0
8158, Glitch Techs,8.9,"To figure out a fix for an ailing Ally, Miko enters a pet training simulator. High Five tags along and makes an unlikely friend.",47,,,128,0,0,0,0
8159, Glitch Techs,8.8,"Eager to level up her training skills before a karate tournament, Lexi convinces Miko to fire up a video game simulator to help her hone her moves.",43,,,128,0,0,0,0
8160, Riverdale,7.4,"Worried about his future after high school, Archie seeks advice from Hiram; Veronica begins to spiral; Jughead confronts a critical accusation.",692,42.0,,262,0,0,0,0
8161, Riverdale,8.1,"When a night in the woods goes horribly awry, Betty, Archie and Veronica are forced to confront what one of them may be capable of.",769,42.0,,262,0,0,0,0
8162, The Flash,7.8,The Flash takes on a dangerous new meta named Sunshine; Cisco sets out to help Nash.,"1,300",42.0,,320,0,0,0,0
8163, Vikings,9.2,"Ubbe Lothbrok tells the story of his legendary Father Ragnar Lothbrok, how we went from a farmer to King.",304,,,392,0,0,0,0
8164, Avatar: The Last Airbender,9.3,"Zuko has joined up with Aang's group and is now ready to teach Aang fire bending. Unfortunately, Zuko has found out that he has lost his ability and must now relearn it. Zuko and Aang ...                See full summary »","3,294",24.0,,28,0,0,0,0
8165, Kalifat,7.8,Pervin scrambles to cover her tracks after a fateful deed. Fatima stumbles upon a clue. Ibbe introduces Sulle and Kerima to a persuasive recruit.,301,47.0,,175,0,0,0,0
8166, Fauda,8.0,"Jihad and Bashar lead their ""assets"" to Hanni El-Jaabari in Gaza. This saves Bashar's life but he realizes that he is trapped. On the Israeli side, Doron is on the verge of despair and ...                See full summary »",244,46.0,,111,0,0,0,0
8167, The Haunting of Bly Manor,7.5,"After experiencing a harrowing scare, Dani tries to teach the children a lesson. Still, the kids have an unsettling way of getting under one's skin.","3,541",45.0,,323,0,0,0,0
8168, Black Lightning,7.8,"Black Lightning and his team descend upon Markovia on a mission to rescue Lynn, who finds herself in even more trouble when she meets a metahuman on the Markovian side.",329,42.0,,42,0,0,0,0
8169, Kalifat,7.9,"Fatima continues investigating despite being told to stop. Coming under fire strengthens her belief in Pervi's message. Ahmed, the colleague of Husam, is reported missing and Husam believes he has killed Ahmed.",292,47.0,,175,0,0,0,0
8170, Diablero,7.3,"As a mysterious club owner seeks Elvis's help, a familiar voice sends a message about a door that can't be closed and the key to keep it open.",39,,,88,0,0,0,0
8171, Dirty Money,7.6,Wells Fargo was long seen as the 'golden child' of banking. But former employees detail the ruthless and fraudulent practices that fueled its growth.,365,,,89,0,0,0,0
8172, Night on Earth,8.2,"Mothers with cubs fight to survive and a lonely monkey finds safety in numbers as animals navigate cold landscape to socialize, hunt, climb and crawl.",248,45.0,,231,0,0,0,0
8173, Night on Earth,7.9,Add a Plot,202,53.0,,231,0,0,0,0
8174, Night on Earth,8.2,"The oceans' tides ebb and flow in concert with the moon, and so do lives of the creatures below from the largest whale shark to the smallest prawn.",211,48.0,,231,0,0,0,0
8175, Night on Earth,8.2,"After dark, the natural world appears in unnatural places: Migrating elephants stroll through town and urbanized otters romp in the city.",197,41.0,,231,0,0,0,0
8176, Night on Earth,7.9,"The night unfolds to reveal magic in the air, drama in the deep and danger on the ground as animals across the planet rise with the sunset.",179,51.0,,231,0,0,0,0
8177, Onisciente,7.1,"As Nina investigates her father's past, she finds an ally in Judite, a city hall worker. Outside the surveillance zone, Daniel gets into trouble.",97,,,237,0,0,0,0
8178, Onisciente,7.1,"As trainees prepare for their final assessment, Nina gets ready to use ruthless tactics to secure a permanent spot. Vinicius grows closer to Nina.",83,,,237,0,0,0,0
8179, Onisciente,7.3,"Judite takes a big risk to help Nina. Vinicius considers a key career move. At group therapy with Vinicius, Nina involuntarily open up.",80,,,237,0,0,0,0
8180, Onisciente,7.5,Daniel attends the funeral and Nina exploits a vulnerability in the system to try and break into Omniscient. Suspicions of Nina influence Vinicius considerations about his next play.,77,,,237,0,0,0,0
8181, Onisciente,6.8,"After her dad is murdered, tech trainee Nina risks everything to find out why the Omniscient surveillance system's drones failed to monitor his killer.",109,,,237,0,0,0,0
8182, The Last Kingdom,9.0,"As Uhtred and his men draw closer to Bebbanburg, the prodigal son Wihtgar returns with some tricks up his sleeves. News of a treachery troubles Uhtred.","1,930",55.0,,330,0,0,0,0
8183, The Last Kingdom,9.1,"Brida and Sigtrggr lead the Danes to Winchester, guided by the traitor Eardwulf. Haesten ambushes Uhtred's party and seizes valuable captives.","1,854",52.0,,330,0,0,0,0
8184, The Last Kingdom,9.4,"As he awaits Aethelflaed's reinforcements, Edward besieges Winchester. Uhtred isn't convinced that conquest is really Sigtryggr's ultimate aim. Stiorra seeks to follow her own path. The wind shifts in Winchester.","2,278",55.0,,330,0,0,0,0
8185, Next in Fashion,7.5,Go big and bold - or go home? Prints polarize the contestants as they break out new patterns and reflect on their origins with judge Prabal Gurung.,98,,,230,0,0,0,0
8186, Next in Fashion,7.6,"Charged with making a chic suit in a day and a half, the designers scramble to realize their visions for judge Phillip Lim, despite some bloody drama.",88,,,230,0,0,0,0
8187, Next in Fashion,6.2,Urban reality meets next-level fantasy in a streetwear round. Just be careful not to trip on those great expectations in front of Kerby Jean-Raymond.,111,,,230,0,0,0,0
8188, Next in Fashion,7.0,"After a cliffhanger elimination, the hopefuls strip it down and amp up the seduction with lingerie and underwear. Model Adriana Lima judges.",90,,,230,0,0,0,0
8189, Next in Fashion,6.7,"Goth, grunge, punk: Attitude is everything as the designers flirt with danger (read: leather) and flaunt fake fur for Christopher Kane and Beth Ditto.",86,,,230,0,0,0,0
8190, Next in Fashion,7.4,Big changes call for major moves when the contestants design activewear that's fit for both workouts and runways. Josefine Aberg of Adidas judges.,81,,,230,0,0,0,0
8191, Next in Fashion,7.0,"With boots on the ground and the clock ticking, the designers march out military-inspired looks for Public School's Maxwell Osborne and Dao-Yi Chow.",81,,,230,0,0,0,0
8192, Next in Fashion,7.4,"For the semifinals, the competition turns to a durable classic: denim. But the final four must stretch like never before to impress Tommy Hilfiger.",77,,,230,0,0,0,0
8193, Next in Fashion,8.1,"The ultimate: Create a dream collection of 10 looks in only three days. After a gauntlet of challenges and emotions, who will be named Next in Fashion?",85,,,230,0,0,0,0
8194, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8195, Hit and Run,,Add a Plot,,,,147,0,0,0,0
8196, 13 Reasons Why,6.1,"The Jensens make the boys take a drug test. When the Liberty parents learn about an upcoming party, Clay suspects that they're tracking the students.","1,507",57.0,,1,0,0,0,0
8197, 13 Reasons Why,6.6,"The school goes into lockdown and Clay, Tony and Justin worry about Tyler's whereabouts.","1,694",61.0,,1,0,0,0,0
8198, Fauda,8.6,"Doron, Eli, Sagi and Avichai settle in Gaza. The dangers are behind every corner, and Eli starts to show signs of his post-trauma from a tragic event he was involved in. Meanwhile, Elad and Yaara deal with the cruel reality they're in.",283,43.0,,111,0,0,0,0
8199, Diablero,7.3,"Elvis, Keta and Nancy cross into the underworld to find Ventura and bring him home. Elsewhere, a much older Mayaken displays disturbing powers.",35,,,88,0,0,0,0
8200, Diablero,7.2,Add a Plot,33,,,88,0,0,0,0
8201, Diablero,7.0,Add a Plot,32,,,88,0,0,0,0
8202, Diablero,7.2,Add a Plot,31,,,88,0,0,0,0
8203, Diablero,7.1,"With time running out to protect the portal, Elvis and fiends join forces to infiltrate the Conclave and free Mayaken.",35,,,88,0,0,0,0
8204, The Flash,8.1,"Kid Flash returns to Central City with a Zen attitude and new tricks up his sleeve. While thrilled to see his family again, Wally confides to Barry that he returned because he thinks there ...                See full summary »","1,411",42.0,,320,0,0,0,0
