,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
5452,"Crazy, Lovely, Cool",7.8,"CRAZY, LOVELY, COOL is a coming-of-age TV series that takes a fond look at the lives, joys and struggles of a group of charismatic students whose paths cross on the campus of Nigeria's ...                See full summary »",27,50.0,,1564,0,0,0,0
5453,Roll with Me,8.3,"After hitting rock-bottom, a newly sober paraplegic attempts to save his gang-banger nephew's life by bringing him along on a 3,100-mile wheelchair trek across the United States.",82,90.0,,4712,0,0,0,0
5454,The Whole Truth,3.2,"An acting coach makes it big ... Not in Hollywood, but by coaching criminal defendants on how to win over juries. But when one of her clients turns on her, she's now the one being judged!",114,99.0,,6098,0,0,0,0
5455,Gad Elmaleh: American Dream,7.2,Gad Elmaleh's take on the American Dream and his experience as an immigrant in the USA.,942,57.0,,2315,0,1,0,0
5456,Suriname,,"Based on the true story of a Korean man who becomes a drug lord in in Suriname, a country in South America.",,,,5305,0,0,0,0
5457,Marc Maron: Thinky Pain,7.3,"Marc Maron returns to his old stomping grounds for an intimate special in which he takes stock of himself. More than ever, Maron is raw and hilariously honest as he dissects his own ...                See full summary »","1,798",95.0,,3719,0,1,0,0
5458,Mighty Express: A Mighty Christmas,5.0,The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa's presents and save Christmas for all the kids in Tracksville.,36,25.0,,3833,0,1,0,0
5459,Los Inocentes,5.2,"In 19th century Argentina, when a man returns to his family's plantation after 15 years, it revives a violent past, slave abuses and evil spirits.",454,98.0,,3566,0,0,0,0
5460,Wanderlust,6.6,A documentary on road movies and their effect on American culture.,122,84.0,,6585,1,0,0,0
5461,Ainori Love Wagon: African Journey,7.1,Add a Plot,79,,,652,0,0,0,0
5462,Escape from Hat,,A desperate rabbit rallies an unexpected band of allies to help him escape from inside a magician's hat and return to the human boy he loves.,,,,2058,0,0,0,0
5463,A Go! Go! Cory Carson Halloween,6.1,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween. But are all the treats worth the trek to the spooky side of town?",41,24.0,,530,0,1,0,0
5464,Bogdan Boner: Egzorcysta,7.5,"No demon is safe as Bogdan Boner, the alcohol-loving, self-taught exorcist-for-hire, returns with more inventive, obscene and deadly deeds.",45,12.0,,1175,0,0,0,0
5465,Yabani Asli,5.4,"(Muharram) The representative of a tourist company living in a popular area, is in love with a Japanese diplomat called Sakura. They marry and have two twin children, and in the difficult ...                See full summary »",326,95.0,,6753,0,0,0,0
5466,Kicking It,7.3,"The lives of homeless people are changed forever through an international soccer competition. This film follows six players as they set off for Cape Town, South Africa to play in the Homeless World Cup.",366,98.0,,3217,0,0,0,0
5467,Willy and the Guardians of the Lake,6.5,"They are each other's biggest enemies. When a new threat appears, it's time for one small hero to bring them together.",106,70.0,,6692,0,0,0,0
5468,Live,6.1,"Ema is the successful TV anchor of a national TV broadcaster, the star of a popular tabloid show. A perfectionist, she has no hesitation in putting at steak her health or money for higher ratings.",201,97.0,,3531,0,0,0,0
5469,Chico Bon Bon and the Very Berry Holiday,5.8,"When Barry is not shown to deliver the Blunderberry Cakes when the traditional holiday called Blunderberry, which the whole town has had so fun and happy, comes to the door, Blunderberry jeopardizes the nature and beauty of the day.",32,25.0,,1410,1,0,0,0
5470,Niquelao!,5.5,"Patisserie Chef Christian Escribà co-presents this Spanish cooking competition, bake-off style.",84,,,4154,0,0,0,0
5471,The World Before Her,7.6,"Two young women follow completely divergent paths in the new, modernizing India-one wants to become Miss India, the other is a fierce Hindu Nationalist prepared to kill and die for her beliefs.",823,90.0,,6113,0,0,0,0
5472,Untitled Bird Box Spanish Spinoff,,Add a Plot,,,,6418,0,0,0,0
5473,Roving Mars,7.3,"Through the eyes of two state-of-the-art rovers, and with NASA scientists at your side, you'll see Mars in a way no one ever has before-direct from the surface of the amazing red planet.","1,022",40.0,$10.40M,4735,0,0,0,0
5474,Making the Boys,7.3,"On the eve of the 40th anniversary of the Gay Rights Movement, the film explores the drama, struggle and enduring legacy of the first-ever gay play and subsequent Hollywood movie to ...                See full summary »",579,90.0,$0.03M,3691,0,0,0,0
5475,Hoodrats 2: Hoodrat Warriors,4.1,"Beautiful girls kicking ass, Smashing skulls and fighting Gang members in Los Angeles. One battle after another till confronting the King of the streets.",108,92.0,,2751,0,0,0,0
5476,Bangkok Breaking,,"Newly arrived in Bangkok, Wanchai joins the road rescue service and unravels a city-wide conspiracy with the help of a journalist.",,,,956,0,0,0,0
5477,Colombia magia salvaje,8.2,"A wonderful country full of amazing creatures in America called Colombia , seen as never before, accompanied by incredible shots , make it a must-see place for adventurers and wildlife lovers this natural paradise.","1,262",94.0,,1507,0,0,0,0
5478,"Odio, de Dani Rovira",6.7,An uncensored monologue by Dani Rovira about today's society.,371,82.0,,4210,0,1,0,0
5479,Green Door,6.3,"A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past.",117,,,2488,0,0,0,0
5480,Craig Ferguson: I'm Here to Help,7.2,"Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd, riffing on fatherhood, Helen of Troy and shark penises. His show's not safe for kids - or the easily offended!",783,81.0,,1554,0,1,0,0
5481,A Field Full of Secrets,5.7,"In 2008, two best friends stepped into their very first crop circle in southern England. This is story of what happened next.",200,122.0,,525,0,0,0,0
5482,Untitled Boeing 737 Max/Rory Kennedy Project,,"Examining the months since the tragedies, which caused global panic in March 2019 after two new aircrafts crashed within five months, killing 346 people.",,,,6419,0,0,0,0
5483,Gelo,7.0,"A working-class Punjabi woman battles the adverse conditions that farm laborers face, including an oppressive upper class and drug abuse.",69,118.0,,2352,0,0,0,0
5484,The Claudia Kishi Club,6.8,Fans of the Babysitters Club books discuss the importance of the character of Claudia.,105,17.0,,5541,0,0,0,0
5485,Kleo,,"The GDR spy Kleo (Jella Haase) killed a businessman in West Berlin in 1987, but was soon arrested by the Stasi. She is released after spending two years in prison. The wall has fallen and ...                See full summary »",,,,3262,0,0,0,0
5486,Snelle: Zonder jas naar buiten,6.8,"An intimate look into the life, career and creative process of Dutch rapper and singer Lars Bos a.k.a. Snelle.",139,89.0,,5089,0,0,0,0
5487,The Unsound,,"A psychiatrist who returns to the insane asylum where her mother once worked and is now a patient, hoping to quell a bloody wave of horror that's been unleashed.",,,,6069,0,0,0,0
5488,A StoryBots Christmas,6.1,"When Bo mistakenly thinks that her friends don't like her gifts, she heads to the North Pole to ask Santa for help making better presents. She learns along the way that Christmas is about far more than just the toys.",141,24.0,,558,1,0,0,0
5489,Road to Yesterday,6.1,"An estranged couple try to fix their marriage on a road trip to a relative's funeral. However when memories and secrets from the past are revealed, a lot more is at stake than their relationship.",242,91.0,,4690,0,0,0,0
5490,The Remix: Hip Hop X Fashion,7.1,"The story of how hip hop changed fashion, leading to the stratospheric and global rise of street wear. It is a journey of African American creativity and the limitless possibilities of a cultural movement on a global scale.",79,67.0,,5963,0,0,0,0
5491,Tuintje in mijn hart,5.3,"When a mother reunites her family in Suriname for Christmas, two brothers - one living in Holland, one still in Suriname - have a hard time to get along with each other after a rumor spreads gold was found in their father's land.",475,101.0,,6324,0,0,0,0
5492,Web Junkie,6.4,"This uniquely telling film takes an entertaining and unsettling look into Chinese rehabilitation centers treating internet addiction, which the Chinese government has classified as a serious clinical disorder.",614,74.0,,6622,0,0,0,0
5493,Endless Night,,Add a Plot,,,,2033,0,0,0,0
5494,We Lost Our Human,,"the perspective of a self-involved cat (Pud) or a loving, hyperactive dog (Ham), who wake up one day to find that their human and ALL humans have disappeared from Earth. Desperate to find ...                See full summary »",,,,6617,0,1,0,0
5495,Tim Minchin and the Heritage Orchestra,8.5,"Tim Minchin and The Heritage Orchestra was filmed at the Royal Albert Hall in April 2011. Tim's joined on stage by the awesome 55-piece Heritage Orchestra, led by Jules Buckley and by Pete Clements on bass and Brad Webb on drums.",332,153.0,,6183,0,0,0,0
5496,Chris D'Elia: Incorrigible,6.5,"Stand-up comedian Chris D'Elia covers everything from grown-up babies, to evil dating and an NFL with real giants, lions and bears, oh my!","1,487",83.0,,1431,0,1,0,0
5497,Warrior,7.8,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,22,,,6597,0,0,0,0
5498,Franco Escamilla: Bienvenido al Mundo,7.1,"Comedian Franco Escamira shares the story of parenting when children are in trouble, while reflecting on gender, friendship and love.",184,54.0,,2246,0,1,0,0
5499,Shout It Out Loud,,"Gene and Paul, two misfit kids from Queens who formed an unlikely friendship, starting KISS after enlisting guitarist Ace Frehley and drummer Peter Criss.",,,,4998,0,0,0,0
5500,Dealer,6.3,"As he dreams of moving to Australia with his daughter to become a pastry chef, a Parisian small-time drug dealer accepts a one-time only, big cocaine deal. What starts as a simple score becomes a tale of survival in the local criminal underworld.",536,75.0,,1721,0,0,0,0
5501,Unboxing Ibai,4.7,Short movie created in collaboration with Netflix to promote the release of PS5.,32,,,6381,0,0,0,0
5502,Anjelah Johnson: Not Fancy,5.8,"Angelah Johnson waxes about religion, married life, travel, and food among other topics in this new laugh out loud and family friendly stand up special taped live in California.",633,90.0,,793,0,1,0,0
5503,ReMastered: The Lion's Share,6.9,"South African journalist Rian Malan searches for the original writers of the legendary song ""The Lion Sleeps Tonight.""",508,84.0,,4585,1,0,0,0
5504,Black Heart,6.5,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",41,,,1114,0,0,0,0
5505,Magic for Humans by Mago Pop,6.4,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",59,,,3675,0,0,0,0
5506,Hide & Seek,4.2,Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.,230,105.0,,2676,0,0,0,0
5507,Shotgun Wedding,5.1,"After Robert, a marrying-up groom, 'accidentally' shoots his fiance's Maid of Honor in the face during a drunken skeet-shooting session, his meddling mother does whatever it takes to ensure the wedding takes place.",262,92.0,,4997,0,0,0,0
5508,Nasha Natasha,6.5,"Natalia Oreiro's story is absolutely unique. She is the only performer from Rio de la Plata and one of the very few Latin American performers who, despite language and cultural barriers, ...                See full summary »",275,83.0,,4085,0,0,0,0
5509,#HappyBirthdaySense8,8.9,Add a Plot,828,15.0,,415,0,0,0,0
5510,Placebo,7.7,"In one of the toughest undergrad schools in the world, a film maker infiltrates a complex mindscape of ambition and restless youth. In the hallways of excellence, something sinister is at ...                See full summary »",321,96.0,,4437,0,0,0,0
5511,Genis Aile: Yapistir,4.8,"Upon the illness of Cevahir's grandmother Hafize; a treasure map passes by the hand of Cevahir who is trying to find enough money for the treatment. Bilal, the enemy of Cevahir, picks up ...                See full summary »","1,200",96.0,,2356,0,0,0,0
5512,Ugly Duckling Series: Boy's Paradise,7.0,"Happily living alone in her family's pension, Mami vows to die before dating a man, after her mother catches on to her secret girl crush. So her mother rents out the house to three guys in ...                See full summary »",16,60.0,,6358,0,0,0,0
5513,"Trinity, The Nekad Traveler",7.3,"A career woman from Jakarta named Trinity, who travel to various parts of the world.",83,103.0,,6289,0,0,0,0
5514,Indie Game: Life After,5.8,A collection of short documentaries following the people and projects from Indie Game: The Movie in the years following that film's release.,489,125.0,,2903,0,0,0,0
5515,Crisis: Kôan Kidô Sôsatai Tokusô-han,6.3,The Special Investigation Unit is a secret force of specialists in various fields. The unit is under the direct control of the head of the Tokyo Metropolitan Police Department Security ...                See full summary »,214,54.0,,1580,0,0,0,0
5516,Bill Hicks: Sane Man,8.4,Classic stand-up performance recorded in Austin Texas in 1989.,"2,242",81.0,,1095,0,0,0,0
5517,Fun sau suet oi nei,5.9,Have you just been dumped? What if there was a website that could get your loved one back? There is ! It is called BreakUpClub.asia. All you have to do is break up another couple that are ...                See full summary »,351,104.0,,2298,0,0,0,0
5518,Espectro,4.8,"Marta used to be a recognized and successful psychic, but after a dramatic experience, she loses faith in her gift and develops agoraphobia. She couldn't see the devilish side of her rapist...                See full summary »",696,93.0,,2062,0,0,0,0
5519,Craig Ferguson: Tickle Fight,6.6,"Cheeky comic Craig Ferguson keeps it casual as he discusses 1970's porn, Japanese toilets and his mildly crime-filled days as a talk show host.",935,66.0,,1555,0,1,0,0
5520,Garbage,5.2,"Two garbage truck drivers in Hollywood become celebrities overnight after they find Cuba Gooding Jr.'s Best Supporting Actor Oscar for ""Jerry Maguire"" and suddenly their lives go topsy-turvy.",578,88.0,,2334,0,0,0,0
5521,Heart & Soul,4.2,"At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.",6,25.0,,2629,0,0,0,0
5522,Cementerio General,3.9,"Set in Iquitos, the story follows Andrea (Airam Galliani), a 15-years-ago teenage girl, who suffers the death of her father. With the help of her friends from school, they encourage her to ...                See full summary »",293,88.0,,1359,0,0,0,0
5523,Rory Scovel Tries Stand-Up for the First Time,6.7,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song",773,66.0,,4728,0,1,0,0
5524,Cristela Alonzo: Lower Classy,6.4,She's no stranger to breaking glass ceilings. She's also not opposed to cleaning them.,805,66.0,,1581,0,1,0,0
5525,Locombians,3.4,"4 Colombian comedians, 4 specials. We will discover the funny way these comedians see life.",12,,,3548,0,0,0,0
5526,Professor Mack,4.4,"When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best.",140,83.0,,4505,0,0,0,0
5527,Sex: My British Job,6.0,"Nick Broomfield met Hsiao Hung Pai, a journalist who was working for the Guardian, when making his feature film 'Ghosts' (about the Morecambe Bay Chinese Cockle Pickers ). As an experiment ...                See full summary »",406,63.0,,4932,0,0,0,0
5528,Redd Zone,,"Tia Magee, a single mother who steps forward to help her sons and their high school football teammates, ""The Bros,"" heal after the murder of their best friend, Dominic Redd.",,,,4613,0,0,0,0
5529,Kiko,7.8,"In an underwater town, a cheerful fish-boy and his pals laugh, learn and play while a rival catfish and an eel cast problems their way.",47,30.0,,3225,0,0,0,0
5530,"Rita, la figlia americana",4.8,"Professor Serafino Benvenuti is a master of classical music who has the passion of the orchestra director. However, the young audience of the 1960s does not appreciate classical composers ...                See full summary »",90,101.0,,4682,0,0,0,0
5531,Die Präsenz,4.0,Markus spends some time with his girlfriend Rebecca and friend Lukas in Hohnau castle which is uninhabited and supposed to be haunted. For two of them it's the last days of their lives.,"1,437",83.0,,1799,0,0,0,0
5532,Super Monsters Furever Friends,5.5,Add a Plot,61,58.0,,5287,1,0,0,0
5533,Nailed It! Germany,5.8,"Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",89,,,4063,0,0,0,0
5534,Paranormal,,"Depicts the adventures of Dr. Refaat Ismail, a single hematologist who finds himself faced with a series of supernatural events.",,,,4353,0,0,0,0
5535,Luca tanzt leise,6.2,After many dark years of depression Luca seeks to gain her high school diploma. Her little dog Mata helps her to find motivation and keep a positive attitude towards life...,370,69.0,,3617,0,0,0,0
5536,Pemburu di Manchester Biru,5.9,"This movie tells the story of Hanif Thamrin (Adipati Dolken) leaving his hometown and trying to pursue his dream to become the only Indonesian at that time who works in the biggest soccer league in the world, English Premier League.",36,90.0,,4389,0,0,0,0
5537,The Island,5.0,"THE ISLAND Is a film created primarily to showcase the best of Nigerian culture and to give viewers an in-depth, enjoyable cultural experience whilst celebrating the efforts of the Nigerian...                See full summary »",34,94.0,,5747,0,0,0,0
5538,A Faster Horse,6.7,"David Gelb (Jiro Dreams of Sushi) tackles another venerable, beloved, and long-standing institution: the Mustang, crown jewel of the Ford fleet.",656,90.0,,524,0,0,0,0
5539,Shopkins,3.8,Add a Plot,34,,,4993,0,0,0,0
5540,Pacíficum,6.5,"Four scientists provide sweeping and intime narration of majestic coast of Peru from land, air and sea.",112,74.0,,4325,0,0,0,0
5541,YG Future Strategy Office,7.0,"Sitcom taking place inside the newly formed Future Strategy Office, where trouble-making employees are sent.",194,,,6750,0,0,0,0
5542,God Loves Uganda,7.4,An account of the American Evangelicals' attempts to indoctrinate their Christian Right beliefs in Uganda.,"1,179",83.0,$0.05M,2431,0,0,0,0
5543,Auntie Claus,,A materialistic young girl learns the true nature of giving through her adventures at the North Pole with her eccentric aunt.,,,,886,0,0,0,0
5544,Making Unorthodox,6.7,Add a Plot,157,21.0,,3687,0,0,0,0
5545,After Maria,4.6,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.,381,35.0,,627,0,0,0,0
5546,Conquest,,Add a Plot,,,,1526,0,0,0,0
5547,Super Bheem,4.7,Add a Plot,18,,,5280,0,0,0,0
5548,Embedded,6.2,"A play that chronicles the war in Iraq through satire and commedia dell'arte masks., which pokes fun at neo-conservatives such as Karl Rove, Condoleezza Rice, Dick Cheney, and Donald Rumsfeld.",214,97.0,,2018,0,0,0,0
5549,The Improv: 50 Years Behind the Brick Wall,7.0,Several comic greats pay tribute to the legendary stand-up stage founded by Budd Friedman in 1963.,278,60.0,,5730,0,1,0,0
5550,The Sam Kinison Family Entertainment Hour,6.8,"Catch Sam Kinison in his last recorded special. Filmed live at the Wiltern Theatre, Sam's not only provides the screaming comedy you've come to love him for, but he bookends this special with rock performances!",250,50.0,,5982,0,1,0,0
5551,M Cream,5.6,"A motley crew of university students set out on a journey in pursuit of a mythical form of hash, confronting a series of encounters that begin to unravel the myriad realities of rebellion.",618,112.0,,3647,0,0,0,0
5552,Maroon,5.1,An insomniac university professor fears as his wife has gone missing and is clueless resulting him driving Marooned in the house through the psychological traumas.,296,94.0,,3736,0,0,0,0
5553,Chadwick Boseman: Portrait of an Artist,6.5,"Writers, directors and actors come together in a conversation about the extraordinary artistic process of Chadwick Boseman.",119,21.0,,1362,0,0,0,0
5554,The Lying Life of Adults,,"A girl in search of her true reflection in a divided Naples: the Naples of the heights, which assumes a mask of refinement, and the Naples of the depths, a place of excess and vulgarity.",,,,5825,0,0,0,0
5555,Silenced,7.7,"Three National Security whistleblowers fight to reveal the darkest corners of America's war on terror, challenging a government that is increasingly determined to maintain secrecy.",342,102.0,,5027,0,0,0,0
5556,Art of Flight: The Series,8.8,"A seven-episode TV series that focuses on the production of The Art of Flight. We follow the crew through locations including Patagonia, Jackson Hole, Alaska and Revelstoke.",189,,,845,0,0,0,0
5557,Le serment des Hitler,6.1,"Documents the lineage of Adolf Hitlers descendants, focusing on William Patrick Hitler, the nephew of Adolf Hitler. Cataloguing his attempts to use Hitlers celebrity in the early years, his...                See full summary »",189,56.0,,3442,1,0,0,0
5558,Blackout,,Six different black love stories that take place during a power outage on a sweltering summer night.,,,,1128,0,0,0,0
5559,True: Friendship Day,6.9,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.",16,23.0,,6313,1,0,0,0
5560,Chasing Beauty,6.1,"CHASING BEAUTY provides a rare glimpse into the intriguing and complex world of modeling. Behind the glossy covers of Vogue and Glamour lie the rarely talked about, uncensored stories of ...                See full summary »",280,90.0,,1379,0,0,0,0
5561,Amit Tandon: Family Tandoncies,7.1,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.",199,72.0,,750,0,1,0,0
5562,Larry the Cable Guy: Remain Seated,6.7,"Larry the Cable Guy is back to Git R Done. Remain Seated, his latest solo special, will show you why this Grammy nominated, multi-platinum recording artist, and Billboard award winner is at...                See full summary »",219,67.0,,3401,0,1,0,0
5563,Battle Kitty,,"It's small. It's fluffy. It rocks a fierce pink bow. It's no ordinary kitty. It's Battle Kitty, and Kitty is using its super-strength, monster battling intuition, and amazing accessories to unlock a new battle ground.",,,,988,0,0,0,0
5564,Baby Reindeer,,"Based on a compelling true story, the hit 2019 Edinburgh Fringe one-man stage-play Baby Reindeer follows the writer and performer Richard Gadd's warped relationship with his female stalker ...                See full summary »",,30.0,,921,0,0,0,0
5565,The Search for Life in Space,6.4,"Journey from the depths of the Pacific Ocean into the far reaches of space on a quest to find something that changes everything...signs of life, somewhere else in the universe. With ...                See full summary »",694,32.0,,5989,0,0,0,0
5566,Gabru: Hip Hop Ke Shehzaade,6.5,Add a Plot,7,,,2314,0,0,0,0
5567,Untitled Netflix Family Comedy 2021,,Add a Plot,,,,6452,0,0,0,0
5568,Ladies Up,4.3,"Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi and Niveditha Prakasam bring no-holds-barred humor to this stand-up series.",205,,,3385,0,0,0,0
5569,Loyiso Gola: Unlearning,5.9,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!",163,60.0,,3616,0,1,0,0
5570,Delirium,4.5,"A group of friends is looking for a change in their lives. Believing that a film will bring them fame and wealth, they embark on the project without many cinematic knowledge, but with a famous actor in mind to star: Ricardo Darín.",356,85.0,,1749,0,0,0,0
5571,Bangkok Love Stories: Hey You,5.9,A loving couple becomes rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram's traditional restaurant in Bangkok's chic Ari district.,11,,,958,0,0,0,0
5572,The Mekong River with Sue Perkins,7.8,"Sue Perkins visits Vietnam Nam, Cambodia, Laos and China along the Mekong River and meets various folk along the way and witnesses how deforestation and illegal wildlife trade affect these countries.",110,,,5841,0,0,0,0
5573,Rhys Nicholson: Live at the Athenaeum,7.7,Add a Plot,215,65.0,,4654,0,1,0,0
5574,El Watar,6.0,"A mysterious murder involves a violinist (Maysa), but the police officer (Seleem) manages to decipher the crime. The movie studies the female inter-sibling undercurrent competition, when for example they approach one man for his love.",294,101.0,,1967,0,0,0,0
5575,Ataúd Blanco: El Juego Diabólico,4.1,"Virginia will do the impossible in order to rescue her little daughter who has been abducted. After an accident, she has the chance to live one day more to save her. On her path, she will find out that there are worst things than death.",781,75.0,,873,0,0,0,0
5576,The True Story of Alexander the Great,7.6,"Alexander the Great conquered Greece, Turkey, most of Asia (present Lebanon, Syria, Jordan, Iraq, Iran, Afghanistan, Pakistan, parts of others) and Egypt in Africa, before age 32. Even now, his innovations in battle continue to be studied.",102,150.0,,6051,0,0,0,0
5577,Little Hope Was Arson,6.6,"In the buckle of the Bible Belt, 10 churches burn to the ground in just over a month igniting the largest criminal investigation in East Texas history.",319,71.0,,3519,0,0,0,0
5578,Ojo's in d' House,6.1,"A sitcom about the Ojo family, a newly-rich family that move into a classy Lagos neighborhood; each episode revolves around the hilarious antics of Mrs. Ojo and her obsession with keeping ...                See full summary »",9,24.0,,4221,0,0,0,0
5579,Laerte-se,6.9,"After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.",659,100.0,,3392,0,0,0,0
5580,The Reservoir Game,6.0,Investigation about government-involved insider trading in South Korea.,32,100.0,,5966,0,0,0,0
5581,Escape from the Spirit World,8.8,This video short follows Aang as he wanders the spirit world looking for his past lives while he was unconscious from when he was electrocuted by Azula (in between seasons 2 and 3). He ...                See full summary »,289,13.0,,2059,0,1,0,0
5582,Bangkok Love Stories: Objects of Affection,5.8,Add a Plot,22,,,960,0,0,0,0
5583,Hazel Brugger: Tropical,6.4,"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more.",378,58.0,,2618,0,1,0,0
5584,This Perfect Day,,A nonconformist named Chip tries to destroy the UniComp that keeps the futuristic world in order.,,,,6148,0,0,0,0
5585,The Doll Master,2.3,"When Norman's nightmares become reality, he must overcome his fears and confront the demonic forces that have possessed Hugo, his prize Doll.",220,77.0,,5601,0,0,0,0
5586,My Name Is Barbra,8.4,"Barbra Streisand's first television special, featuring a medley of her hit songs, such as ""People,"" ""Happy Days Are Here Again"" and ""My Man.""",318,60.0,,4028,0,1,0,0
5587,Sing On! Germany,5.5,"In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.",117,,,5034,0,0,0,0
5588,Viudas,6.3,A married man's death puts his widow and mistress in an unusual living arrangement.,535,100.0,,6559,0,0,0,0
5589,Mo lun,4.7,"Liu Chenchen, a free-spirited young woman, rebels against her wealthy family and elopes with her boyfriend to join a cruise-bond treasure hunt. But what began as an innocent game with ...                See full summary »",574,90.0,,3894,0,0,0,0
5590,Untitled Solvan Naim Project,,A hip hop musical version of 'Romeo and Juliet'.,,,,6474,0,0,0,0
5591,Rookie agent rouge,6.7,Can a young woman prove her loyalty to her country and her family? Lan Yan Zhi (Zhao Li Ying) is a privileged banker's daughter in Shanghai and a student activist who mistakenly comes into ...                See full summary »,38,43.0,,4722,0,0,0,0
5592,Guatemala: Corazón del Mundo Maya,6.6,"From Sierra de las Minas to Esquipulas, this documentary explores the cultural and geological riches of Guatemala, including the ancient Mayan cities and other natural wonders.",180,67.0,,2508,0,0,0,0
5593,The Hollywood Masters,7.3,Personal. Provocative. Hollywood's greatest successes reveal the secrets behind their careers.,75,,,5704,0,0,0,0
5594,Doug Stanhope: Beer Hall Putsch,7.6,"Named after Hitler's first failed coup attempt, Beer Hall Putsch draws you deeper into the acerbic comic's clear-sighted view of the world with his newest one hour stand-up special recorded live at Dante's in Portland.","1,071",61.0,,1872,0,1,0,0
5595,Tim Allen: Men Are Pigs,6.2,"Tim Allen's first Showtime stand-up comedy special filmed in Kalamazoo, Michigan.",324,30.0,,6181,0,1,0,0
5596,Restless Creature: Wendy Whelan,7.1,Documentary on the great American Ballerina Wendy Whelan,361,90.0,$0.13M,4636,0,0,0,0
5597,Stories of Strength and Hope: Preventing Youth Suicide,,"An up-to-date look at Youth Suicide with an examination of the warning signs, statistics and causes, along with possible ways teachers and parents can use to help their child overcome this ...                See full summary »",,12.0,,5231,0,0,0,0
5598,Demetri Martin: Live (At the Time),7.4,Demetri Martin performs his newest stand-up routine at The Lincoln Theater in Washington D.C.,"2,029",61.0,,1754,0,1,0,0
5599,Danny Says,6.7,"Danny Says is a documentary on the life and times of Danny Fields. Since 1966, Danny Fields has played a pivotal role in music and ""culture"" of the late 20th century: working for the Doors,...                See full summary »",779,105.0,$0.04M,1644,0,0,0,0
5600,Vai Anitta,5.5,Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.,432,30.0,,6515,0,0,0,0
5601,Sila-sila,7.9,Sila-Sila is said to be a ghosting story about a man whose breakups tend to be messy and traumatic not only for him but also for the receiving end. When he encounters his ex-boyfriend again...                See full summary »,21,116.0,,5026,0,0,0,0
5602,The Magic School Bus Rides Again: The Frizz Connection,5.0,"A lightning separates the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus.",31,44.0,,5830,0,0,0,0
5603,The Standoff,,"Film takes place in December, 1969, when a newly formed Police unit known as the ""SWAT team"" embarked on their first major operation: to raid the Los Angeles Headquarters of the Black ...                See full summary »",,,,6019,0,0,0,0
5604,Motel Makeover,,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",,,,3955,0,0,0,0
5605,Joe Mande's Award-Winning Comedy Special,6.1,Comedian Joe Mande performs an hour of stand up in the hope of winning the prestigious American Humour Award.,448,66.0,,3069,0,1,0,0
5606,Zombie Dumb,6.0,Add a Plot,17,,,6846,0,0,0,0
5607,Wu Qingyuan,6.2,A Chinese man becomes an expert player of the traditional game of Go.,533,104.0,,6738,0,0,0,0
5608,Juego siniestro,4.5,"After the death of a group of teenagers using the Ouija, the psychologist Fernanda and her son return to Peru, but they will find themselves surrounded by an evil entity as big as its wicked sect.",335,87.0,,3120,0,0,0,0
5609,The Calling,8.1,Three people compete in travel show across India for a chance to win scholarship.,11,30.0,,5517,0,0,0,0
5610,Fukrey Boyzzz: Space Mein Fukrapanti,7.3,Add a Plot,7,74.0,,2288,0,0,0,0
